12.5504 	WARNING 	User requested fullscreen with size [1024  768], but screen is actually [1920, 1080]. Using actual size
16.0657 	EXP 	window1: mouseVisible = True
16.0663 	EXP 	window1: mouseVisible = True
16.0668 	EXP 	window1: mouseVisible = True
16.0894 	EXP 	window1: mouseVisible = True
16.1019 	EXP 	Created text_4 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-2.0, draggable=False, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text_4', opacity=1.0, ori=0.0, pos=array([0. , 0.3]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
16.1021 	EXP 	window1: mouseVisible = True
16.1023 	EXP 	window1: mouseVisible = True
16.1029 	EXP 	window1: mouseVisible = True
16.1034 	EXP 	window1: mouseVisible = True
16.1067 	EXP 	window1: mouseVisible = True
16.1069 	EXP 	window1: mouseVisible = True
16.1073 	EXP 	window1: mouseVisible = True
16.1078 	EXP 	window1: mouseVisible = True
16.1316 	EXP 	window1: mouseVisible = True
16.1369 	EXP 	Created text_5 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-2.0, draggable=False, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text_5', opacity=1.0, ori=0.0, pos=array([0. , 0.3]), rgb=UNKNOWN, text='How many skips were present in the task?', units='height', win=Window(...), wrapWidth=1)
16.1433 	EXP 	window1: mouseVisible = True
16.1436 	EXP 	window1: mouseVisible = True
16.1471 	EXP 	window1: mouseVisible = True
16.1488 	EXP 	window1: mouseVisible = True
16.1702 	EXP 	Created slider = Slider(__class__=<class 'psychopy.visual.slider.Slider'>, autoDraw=False, autoLog=True, borderColor=None, color=None, colorSpace='rgb', depth=-1, fillColor=None, flip=False, font='Open Sans', granularity=0.0, labelColor=None, labelHeight=0.05, labelWrapWidth=None, labels=None, lineColor=None, markerColor=None, name='slider', opacity=None, ori=0.0, pos=array([ 0. , -0.3]), readOnly=False, self=UNKNOWN, size=array([1. , 0.1]), startValue=None, style='rating', styleTweaks=[], ticks=array([ 1,  2,  3,  4,  5,  6,  7,  8,  9, 10]), units='height', win=Window(...))
16.1702 	EXP 	window1: mouseVisible = True
16.1735 	EXP 	Created text_3 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-2.0, draggable=False, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text_3', opacity=1.0, ori=0.0, pos=array([0.  , 0.25]), rgb=UNKNOWN, text='How well do you think you did?', units='height', win=Window(...), wrapWidth=1)
16.1737 	EXP 	window1: mouseVisible = True
16.1739 	EXP 	window1: mouseVisible = True
16.1746 	EXP 	window1: mouseVisible = True
16.1750 	EXP 	window1: mouseVisible = True
16.1784 	EXP 	window1: mouseVisible = True
16.1785 	EXP 	window1: mouseVisible = True
16.1790 	EXP 	window1: mouseVisible = True
16.1794 	EXP 	window1: mouseVisible = True
16.1880 	EXP 	window1: mouseVisible = True
16.1957 	EXP 	Created text_6 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-2.0, draggable=False, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text_6', opacity=1.0, ori=0.0, pos=array([0. , 0.3]), rgb=UNKNOWN, text='Did you like the experiment? Any suggestions?', units='height', win=Window(...), wrapWidth=1)
16.1958 	EXP 	window1: mouseVisible = True
16.2039 	EXP 	Created instructions_2 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='instructions_2', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
16.2040 	EXP 	window1: mouseVisible = True
16.2152 	EXP 	Created clock_2 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, image='default.png', interpolate=True, mask=None, maskParams=None, name='clock_2', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([0.9, 0.9]), texRes=128, units='height', win=Window(...))
16.2153 	EXP 	window1: mouseVisible = True
16.6436 	EXP 	Created fixation_2 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, draggable=False, flipHoriz=False, flipVert=False, image='images/00.png', interpolate=True, mask=None, maskParams=None, name='fixation_2', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([0.9, 0.9]), texRes=128, units='height', win=Window(...))
16.6437 	EXP 	window1: mouseVisible = True
16.6449 	EXP 	Created text_2 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-4.0, draggable=False, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text_2', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
16.7223 	EXP 	window1: mouseVisible = True
16.7225 	EXP 	window1: mouseVisible = True
16.7230 	EXP 	window1: mouseVisible = True
16.7235 	EXP 	window1: mouseVisible = True
16.7270 	EXP 	window1: mouseVisible = True
16.7272 	EXP 	window1: mouseVisible = True
16.7276 	EXP 	window1: mouseVisible = True
16.7282 	EXP 	window1: mouseVisible = True
16.7313 	EXP 	window1: mouseVisible = True
16.7349 	EXP 	Created text_4 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-2.0, draggable=False, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text_4', opacity=1.0, ori=0.0, pos=array([0. , 0.3]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
16.7352 	EXP 	window1: mouseVisible = True
16.7353 	EXP 	window1: mouseVisible = True
16.7358 	EXP 	window1: mouseVisible = True
16.7362 	EXP 	window1: mouseVisible = True
16.7393 	EXP 	window1: mouseVisible = True
16.7394 	EXP 	window1: mouseVisible = True
16.7399 	EXP 	window1: mouseVisible = True
16.7404 	EXP 	window1: mouseVisible = True
16.7433 	EXP 	window1: mouseVisible = True
16.7465 	EXP 	Created text_5 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-2.0, draggable=False, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text_5', opacity=1.0, ori=0.0, pos=array([0. , 0.3]), rgb=UNKNOWN, text='How many skips were present in the task?', units='height', win=Window(...), wrapWidth=1)
16.7497 	EXP 	window1: mouseVisible = True
16.7501 	EXP 	window1: mouseVisible = True
16.7551 	EXP 	window1: mouseVisible = True
16.7570 	EXP 	window1: mouseVisible = True
16.7791 	EXP 	Created slider = Slider(__class__=<class 'psychopy.visual.slider.Slider'>, autoDraw=False, autoLog=True, borderColor=None, color=None, colorSpace='rgb', depth=-1, fillColor=None, flip=False, font='Open Sans', granularity=0.0, labelColor=None, labelHeight=0.05, labelWrapWidth=None, labels=None, lineColor=None, markerColor=None, name='slider', opacity=None, ori=0.0, pos=array([ 0. , -0.3]), readOnly=False, self=UNKNOWN, size=array([1. , 0.1]), startValue=None, style='rating', styleTweaks=[], ticks=array([ 1,  2,  3,  4,  5,  6,  7,  8,  9, 10]), units='height', win=Window(...))
16.7793 	EXP 	window1: mouseVisible = True
16.7824 	EXP 	Created text_3 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-2.0, draggable=False, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text_3', opacity=1.0, ori=0.0, pos=array([0.  , 0.25]), rgb=UNKNOWN, text='How well do you think you did?', units='height', win=Window(...), wrapWidth=1)
16.7826 	EXP 	window1: mouseVisible = True
16.7828 	EXP 	window1: mouseVisible = True
16.7833 	EXP 	window1: mouseVisible = True
16.7837 	EXP 	window1: mouseVisible = True
16.7870 	EXP 	window1: mouseVisible = True
16.7872 	EXP 	window1: mouseVisible = True
16.7876 	EXP 	window1: mouseVisible = True
16.7881 	EXP 	window1: mouseVisible = True
16.7911 	EXP 	window1: mouseVisible = True
16.7953 	EXP 	Created text_6 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-2.0, draggable=False, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text_6', opacity=1.0, ori=0.0, pos=array([0. , 0.3]), rgb=UNKNOWN, text='Did you like the experiment? Any suggestions?', units='height', win=Window(...), wrapWidth=1)
16.7954 	EXP 	window1: mouseVisible = True
16.8002 	EXP 	Created thank_you = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='thank_you', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
0.0858 	EXP 	duration: autoLog = True
0.0858 	EXP 	skips: autoLog = True
0.0858 	EXP 	slider: autoLog = True
0.0858 	EXP 	slider: styleTweaks = []
0.0858 	EXP 	slider: styleTweaks = []
0.0858 	EXP 	slider: styleTweaks = []
0.0858 	EXP 	slider: styleTweaks = []
0.0858 	EXP 	slider: contrast = 1.0
0.0858 	EXP 	slider: markerPos = None
0.0858 	EXP 	slider: autoLog = True
0.0858 	EXP 	suggestions: autoLog = True
0.0858 	EXP 	duration: autoLog = True
0.0858 	EXP 	skips: autoLog = True
0.0858 	EXP 	slider: autoLog = True
0.0858 	EXP 	slider: styleTweaks = []
0.0858 	EXP 	slider: styleTweaks = []
0.0858 	EXP 	slider: styleTweaks = []
0.0858 	EXP 	slider: styleTweaks = []
0.0858 	EXP 	slider: contrast = 1.0
0.0858 	EXP 	slider: markerPos = None
0.0858 	EXP 	slider: autoLog = True
0.0858 	EXP 	suggestions: autoLog = True
0.0952 	EXP 	instructions: autoDraw = True
4.2582 	EXP 	Imported conditions.xlsx as conditions, 45 conditions, 2 params
4.2589 	EXP 	Created sequence: sequential, trialTypes=45, nReps=1, seed=None
4.2590 	EXP 	New trial (rep=0, index=0): {'picture': 'images/01.png', 'corrAns': None}
4.4321 	EXP 	Sound  started
4.4344 	DATA 	Keypress: space
4.4368 	EXP 	instructions: autoDraw = False
4.4368 	EXP 	clock: image = 'images/01.png'
4.4368 	EXP 	clock: autoDraw = True
4.4368 	EXP 	fixation: autoDraw = True
4.4368 	EXP 	text: autoDraw = True
4.4368 	EXP 	text: height = 0.05
4.4368 	EXP 	text: height = 0.05
4.4368 	EXP 	text: height = 0.05
4.4368 	EXP 	text: text = ''
5.4371 	EXP 	clock: autoDraw = False
6.2245 	DATA 	Keypress: lwindows
6.2577 	EXP 	New trial (rep=0, index=1): {'picture': 'images/02.png', 'corrAns': None}
6.3136 	EXP 	clock: autoDraw = False
6.3136 	EXP 	fixation: autoDraw = False
6.3136 	EXP 	text: autoDraw = False
6.3136 	EXP 	clock: image = 'images/02.png'
6.3136 	EXP 	clock: autoDraw = True
6.3136 	EXP 	fixation: autoDraw = True
6.3136 	EXP 	text: autoDraw = True
7.3241 	EXP 	clock: autoDraw = False
8.2683 	EXP 	New trial (rep=0, index=2): {'picture': 'images/03.png', 'corrAns': None}
8.3690 	EXP 	clock: autoDraw = False
8.3690 	EXP 	fixation: autoDraw = False
8.3690 	EXP 	text: autoDraw = False
8.3690 	EXP 	clock: image = 'images/03.png'
8.3690 	EXP 	clock: autoDraw = True
8.3690 	EXP 	fixation: autoDraw = True
8.3690 	EXP 	text: autoDraw = True
9.3740 	EXP 	clock: autoDraw = False
10.2536 	EXP 	New trial (rep=0, index=3): {'picture': 'images/05.png', 'corrAns': 'space'}
10.3190 	EXP 	clock: autoDraw = False
10.3190 	EXP 	fixation: autoDraw = False
10.3190 	EXP 	text: autoDraw = False
10.3190 	EXP 	clock: image = 'images/05.png'
10.3190 	EXP 	clock: autoDraw = True
10.3190 	EXP 	fixation: autoDraw = True
10.3190 	EXP 	text: autoDraw = True
11.3246 	EXP 	clock: autoDraw = False
12.2556 	EXP 	New trial (rep=0, index=4): {'picture': 'images/06.png', 'corrAns': None}
12.3097 	EXP 	clock: autoDraw = False
12.3097 	EXP 	fixation: autoDraw = False
12.3097 	EXP 	text: autoDraw = False
12.3097 	EXP 	clock: image = 'images/06.png'
12.3097 	EXP 	clock: autoDraw = True
12.3097 	EXP 	fixation: autoDraw = True
12.3097 	EXP 	text: autoDraw = True
13.3109 	EXP 	clock: autoDraw = False
14.2554 	EXP 	New trial (rep=0, index=5): {'picture': 'images/08.png', 'corrAns': 'space'}
14.3102 	EXP 	clock: autoDraw = False
14.3102 	EXP 	fixation: autoDraw = False
14.3102 	EXP 	text: autoDraw = False
14.3102 	EXP 	clock: image = 'images/08.png'
14.3102 	EXP 	clock: autoDraw = True
14.3102 	EXP 	fixation: autoDraw = True
14.3102 	EXP 	text: autoDraw = True
15.3107 	EXP 	clock: autoDraw = False
16.2559 	EXP 	New trial (rep=0, index=6): {'picture': 'images/10.png', 'corrAns': 'space'}
16.3159 	EXP 	clock: autoDraw = False
16.3159 	EXP 	fixation: autoDraw = False
16.3159 	EXP 	text: autoDraw = False
16.3159 	EXP 	clock: image = 'images/10.png'
16.3159 	EXP 	clock: autoDraw = True
16.3159 	EXP 	fixation: autoDraw = True
16.3159 	EXP 	text: autoDraw = True
17.3190 	EXP 	clock: autoDraw = False
18.2555 	EXP 	New trial (rep=0, index=7): {'picture': 'images/11.png', 'corrAns': None}
18.3099 	EXP 	clock: autoDraw = False
18.3099 	EXP 	fixation: autoDraw = False
18.3099 	EXP 	text: autoDraw = False
18.3099 	EXP 	clock: image = 'images/11.png'
18.3099 	EXP 	clock: autoDraw = True
18.3099 	EXP 	fixation: autoDraw = True
18.3099 	EXP 	text: autoDraw = True
19.3107 	EXP 	clock: autoDraw = False
20.2519 	EXP 	New trial (rep=0, index=8): {'picture': 'images/13.png', 'corrAns': 'space'}
20.3308 	EXP 	clock: autoDraw = False
20.3308 	EXP 	fixation: autoDraw = False
20.3308 	EXP 	text: autoDraw = False
20.3308 	EXP 	clock: image = 'images/13.png'
20.3308 	EXP 	clock: autoDraw = True
20.3308 	EXP 	fixation: autoDraw = True
20.3308 	EXP 	text: autoDraw = True
21.3317 	EXP 	clock: autoDraw = False
22.2562 	EXP 	New trial (rep=0, index=9): {'picture': 'images/14.png', 'corrAns': None}
22.3111 	EXP 	clock: autoDraw = False
22.3111 	EXP 	fixation: autoDraw = False
22.3111 	EXP 	text: autoDraw = False
22.3111 	EXP 	clock: image = 'images/14.png'
22.3111 	EXP 	clock: autoDraw = True
22.3111 	EXP 	fixation: autoDraw = True
22.3111 	EXP 	text: autoDraw = True
23.3108 	EXP 	clock: autoDraw = False
24.2555 	EXP 	New trial (rep=0, index=10): {'picture': 'images/15.png', 'corrAns': None}
24.3105 	EXP 	clock: autoDraw = False
24.3105 	EXP 	fixation: autoDraw = False
24.3105 	EXP 	text: autoDraw = False
24.3105 	EXP 	clock: image = 'images/15.png'
24.3105 	EXP 	clock: autoDraw = True
24.3105 	EXP 	fixation: autoDraw = True
24.3105 	EXP 	text: autoDraw = True
25.3107 	EXP 	clock: autoDraw = False
26.2559 	EXP 	New trial (rep=0, index=11): {'picture': 'images/16.png', 'corrAns': None}
26.3116 	EXP 	clock: autoDraw = False
26.3116 	EXP 	fixation: autoDraw = False
26.3116 	EXP 	text: autoDraw = False
26.3116 	EXP 	clock: image = 'images/16.png'
26.3116 	EXP 	clock: autoDraw = True
26.3116 	EXP 	fixation: autoDraw = True
26.3116 	EXP 	text: autoDraw = True
27.3106 	EXP 	clock: autoDraw = False
28.2553 	EXP 	New trial (rep=0, index=12): {'picture': 'images/18.png', 'corrAns': 'space'}
28.3106 	EXP 	clock: autoDraw = False
28.3106 	EXP 	fixation: autoDraw = False
28.3106 	EXP 	text: autoDraw = False
28.3106 	EXP 	clock: image = 'images/18.png'
28.3106 	EXP 	clock: autoDraw = True
28.3106 	EXP 	fixation: autoDraw = True
28.3106 	EXP 	text: autoDraw = True
29.3110 	EXP 	clock: autoDraw = False
30.2567 	EXP 	New trial (rep=0, index=13): {'picture': 'images/20.png', 'corrAns': 'space'}
30.3125 	EXP 	clock: autoDraw = False
30.3125 	EXP 	fixation: autoDraw = False
30.3125 	EXP 	text: autoDraw = False
30.3125 	EXP 	clock: image = 'images/20.png'
30.3125 	EXP 	clock: autoDraw = True
30.3125 	EXP 	fixation: autoDraw = True
30.3125 	EXP 	text: autoDraw = True
31.3172 	EXP 	clock: autoDraw = False
32.2551 	EXP 	New trial (rep=0, index=14): {'picture': 'images/21.png', 'corrAns': None}
32.3366 	EXP 	clock: autoDraw = False
32.3366 	EXP 	fixation: autoDraw = False
32.3366 	EXP 	text: autoDraw = False
32.3366 	EXP 	clock: image = 'images/21.png'
32.3366 	EXP 	clock: autoDraw = True
32.3366 	EXP 	fixation: autoDraw = True
32.3366 	EXP 	text: autoDraw = True
33.3380 	EXP 	clock: autoDraw = False
34.2578 	EXP 	New trial (rep=0, index=15): {'picture': 'images/22.png', 'corrAns': None}
34.3146 	EXP 	clock: autoDraw = False
34.3146 	EXP 	fixation: autoDraw = False
34.3146 	EXP 	text: autoDraw = False
34.3146 	EXP 	clock: image = 'images/22.png'
34.3146 	EXP 	clock: autoDraw = True
34.3146 	EXP 	fixation: autoDraw = True
34.3146 	EXP 	text: autoDraw = True
35.3172 	EXP 	clock: autoDraw = False
36.2551 	EXP 	New trial (rep=0, index=16): {'picture': 'images/23.png', 'corrAns': None}
36.3086 	EXP 	clock: autoDraw = False
36.3086 	EXP 	fixation: autoDraw = False
36.3086 	EXP 	text: autoDraw = False
36.3086 	EXP 	clock: image = 'images/23.png'
36.3086 	EXP 	clock: autoDraw = True
36.3086 	EXP 	fixation: autoDraw = True
36.3086 	EXP 	text: autoDraw = True
37.3103 	EXP 	clock: autoDraw = False
38.2549 	EXP 	New trial (rep=0, index=17): {'picture': 'images/24.png', 'corrAns': None}
38.3089 	EXP 	clock: autoDraw = False
38.3089 	EXP 	fixation: autoDraw = False
38.3089 	EXP 	text: autoDraw = False
38.3089 	EXP 	clock: image = 'images/24.png'
38.3089 	EXP 	clock: autoDraw = True
38.3089 	EXP 	fixation: autoDraw = True
38.3089 	EXP 	text: autoDraw = True
39.3102 	EXP 	clock: autoDraw = False
40.2550 	EXP 	New trial (rep=0, index=18): {'picture': 'images/25.png', 'corrAns': None}
40.3081 	EXP 	clock: autoDraw = False
40.3081 	EXP 	fixation: autoDraw = False
40.3081 	EXP 	text: autoDraw = False
40.3081 	EXP 	clock: image = 'images/25.png'
40.3081 	EXP 	clock: autoDraw = True
40.3081 	EXP 	fixation: autoDraw = True
40.3081 	EXP 	text: autoDraw = True
41.3101 	EXP 	clock: autoDraw = False
42.2549 	EXP 	New trial (rep=0, index=19): {'picture': 'images/27.png', 'corrAns': 'space'}
42.3080 	EXP 	clock: autoDraw = False
42.3080 	EXP 	fixation: autoDraw = False
42.3080 	EXP 	text: autoDraw = False
42.3080 	EXP 	clock: image = 'images/27.png'
42.3080 	EXP 	clock: autoDraw = True
42.3080 	EXP 	fixation: autoDraw = True
42.3080 	EXP 	text: autoDraw = True
43.3100 	EXP 	clock: autoDraw = False
44.2550 	EXP 	New trial (rep=0, index=20): {'picture': 'images/28.png', 'corrAns': None}
44.3085 	EXP 	clock: autoDraw = False
44.3085 	EXP 	fixation: autoDraw = False
44.3085 	EXP 	text: autoDraw = False
44.3085 	EXP 	clock: image = 'images/28.png'
44.3085 	EXP 	clock: autoDraw = True
44.3085 	EXP 	fixation: autoDraw = True
44.3085 	EXP 	text: autoDraw = True
45.3101 	EXP 	clock: autoDraw = False
46.2548 	EXP 	New trial (rep=0, index=21): {'picture': 'images/29.png', 'corrAns': None}
46.3082 	EXP 	clock: autoDraw = False
46.3082 	EXP 	fixation: autoDraw = False
46.3082 	EXP 	text: autoDraw = False
46.3082 	EXP 	clock: image = 'images/29.png'
46.3082 	EXP 	clock: autoDraw = True
46.3082 	EXP 	fixation: autoDraw = True
46.3082 	EXP 	text: autoDraw = True
47.3099 	EXP 	clock: autoDraw = False
48.2549 	EXP 	New trial (rep=0, index=22): {'picture': 'images/31.png', 'corrAns': 'space'}
48.3084 	EXP 	clock: autoDraw = False
48.3084 	EXP 	fixation: autoDraw = False
48.3084 	EXP 	text: autoDraw = False
48.3084 	EXP 	clock: image = 'images/31.png'
48.3084 	EXP 	clock: autoDraw = True
48.3084 	EXP 	fixation: autoDraw = True
48.3084 	EXP 	text: autoDraw = True
49.3100 	EXP 	clock: autoDraw = False
50.2548 	EXP 	New trial (rep=0, index=23): {'picture': 'images/32.png', 'corrAns': None}
50.3088 	EXP 	clock: autoDraw = False
50.3088 	EXP 	fixation: autoDraw = False
50.3088 	EXP 	text: autoDraw = False
50.3088 	EXP 	clock: image = 'images/32.png'
50.3088 	EXP 	clock: autoDraw = True
